province,city,address,postalCode,longitude,latitude,price,buildingTypeId,tradeTypeId,listingDate,bedrooms,ownershiptype,daysOnMarket
Quebec,Trois-Rivières,470 Rue St-François-Xavier,G9A1R2,-72.5403294,46.34674081,230000.0,1,1,21/3/2018,2.0,Condominium/Strata,165
Ontario,Mississauga,658 BYNGMOUNT AVE,L5G1R4,-79.5653267,43.5690157,2295000.0,3,1,6/3/2018,7.0,Freehold,167
Quebec,Chicoutimi (Saguenay),150A Dom. sur le Golf,G7H0N3,-71.0875082,48.37696298,184000.0,1,1,6/3/2018,3.0,Condominium/Strata,163
Alberta,Leduc,176 Acacia CI,T9E0E1,-113.59010390674601,53.2670788754468,314900.0,3,1,1/3/2018,3.0,Freehold,184
Nova Scotia,Benacadie Pond,1750 Castle Bay Road,B1T1H6,-60.719338538623,45.917196999999994,129000.0,3,1,2/3/2018,3.0,Freehold,182
Manitoba,Tolstoi,28037 5N RD,R0A2E0,-96.826412,49.075236,289900.0,3,1,20/3/2018,5.0,Freehold,167
Ontario,Ramara,##37 -11 LAGUNA PKWY,L0K1B0,-79.2004177,44.5434027,299900.0,6,1,3/3/2018,2.0,Condominium/Strata,182
Quebec,Le Vieux-Longueuil (Longueuil),1151 Rue St-Georges (Longueuil),J4K3Z5,-73.50023031,45.51992474,296000.0,6,1,16/3/2018,3.0,Condominium/Strata,162
Saskatchewan,Regina,4140 Delhaye WAY,S4W0N4,-104.663071,50.407693,459900.0,3,1,3/3/2018,3.0,Freehold,165
Ontario,Prince Edward County,1342 COUNTY ROAD 3,K0K1L0,-77.453195,44.113496000000005,999000.0,3,1,1/3/2018,3.0,Freehold,184
Ontario,Whitby,127 GARRARD RD,L1N3K4,-78.9062363,43.8971646,889900.0,3,1,16/3/2018,5.0,Freehold,170
Ontario,Whitby,127 GARRARD RD,L1N3K4,-78.9062363,43.8971646,889900.0,3,1,16/3/2018,3.0,Freehold,170
Ontario,Barrie,51 JANE CRES,L4N3T9,-79.693752,44.36306,828000.0,3,1,1/3/2018,5.0,Freehold,182
Ontario,New Tecumseth,7 VIA VISTANA,L9R0C5,-79.8077583333361,44.15754250482139,529000.0,19,1,3/3/2018,2.0,Condominium/Strata,176
Ontario,Cobden,326 CEDAR HAVEN PARK ROAD,K0J1K0,-76.873012,45.646172,449000.0,3,1,14/3/2018,3.0,Freehold,171
Ontario,Carleton Place,2765 10TH LINE,K7C0C4,-76.14234599999999,45.101091,347000.0,3,1,7/3/2018,3.0,Freehold,174
Alberta,Rural Westlock County,62113 Rng Rd 263,T0G0S0,-113.8251588,54.3480024,539000.0,3,1,2/3/2018,5.0,Freehold,185
Saskatchewan,Regina,1010 Athol ST,S4T3B9,-104.628451,50.462616,63000.0,3,1,17/3/2018,3.0,Freehold,172
New Brunswick,Dieppe,355 Mandeville ST,E1A6V6,-64.71466600000001,46.095946000000005,304900.0,3,1,1/3/2018,4.0,Freehold,182
Alberta,Edmonton,39 NORTHWOODS VI NW,T5X1T2,-113.51807190000001,53.6123947,159900.0,12,1,10/3/2018,2.0,Condominium/Strata,176
Quebec,La Haute-Saint-Charles (Québec),#202 - 18 Imp. Huet,G2A4O8,-71.349345,46.857599,194000.0,1,1,3/3/2018,2.0,Condominium/Strata,177
Quebec,Stoneham-et-Tewkesbury,#113 - 455 Ch. du Hibou,G3C1S5,-71.37756704,47.01282966,105000.0,1,1,21/3/2018,1.0,Condominium/Strata,162
Quebec,Sainte-Dorothée (Laval),#2505 - 100 Rue Étienne-Lavoie,H7X0E6,-73.7685585,45.51356477,377350.0,1,1,8/3/2018,2.0,Condominium/Strata,178
Quebec,Le Sud-Ouest (Montréal),#639 - 950 Rue Notre-Dame O.,H3C0K3,-73.56199086,45.49664644,1800.0,1,2,4/3/2018,1.0,Condominium/Strata,179
Ontario,Sudbury,19B Solstice Street,P3B0B6,-80.905455,46.489018,479900.0,3,1,8/3/2018,3.0,Freehold,167
British Columbia,Kelowna,"#155 515 Wren Place,",V1W5H7,-119.504589,49.797482,1649900.0,3,1,18/3/2018,6.0,Freehold,166
Alberta,Springbank,32122 SPRINGBANK RD,T3Z2L9,-114.33801100000001,51.067156,1945000.0,3,1,9/3/2018,3.0,Freehold,169
Alberta,Edmonton,11036 125 ST NW,T5M0M1,-113.53840100000001,53.558445999999996,484900.0,3,1,23/3/2018,2.0,Freehold,164
Alberta,Silverado,505 SILVERADO RANCH MR SW,T2X0V2,-114.089432,50.890233,1189000.0,3,1,2/3/2018,4.0,Freehold,183
Newfoundland & Labrador,Clarke's Beach,49 Otterbury Road,A0A1W0,-53.27966800000001,47.55256,169900.0,3,1,9/3/2018,3.0,Freehold,177
Alberta,Westlock,9819 97 ST,T7P2A4,-113.86204,54.14923,254900.0,3,1,10/3/2018,4.0,Freehold,176
British Columbia,NANAIMO,1450 HARRISON WAY,V0R1X2,-123.859524,49.158453,395000.0,3,1,13/3/2018,3.0,Freehold,168
Manitoba,Winnipeg,304 90 Bole ST,R3L1X5,-97.144296,49.879782,349900.0,1,1,15/3/2018,1.0,Freehold Condo,172
British Columbia,Burnaby,175 DELTA AVENUE,V5B3C6,-122.99235759999999,49.2825821,1899000.0,3,1,24/3/2018,5.0,Freehold,165
Alberta,Westlock,10648 104 ST,T7P1M2,-113.84323,54.15891,199000.0,3,1,2/3/2018,4.0,Freehold,180
Ontario,Hamilton,1004 UPPER WELLINGTON Street,L9A3S3,-79.87330899999999,43.223867,499900.0,3,1,17/3/2018,6.0,Freehold,169
British Columbia,Cultus Lake,28 1885 COLUMBIA VALLEY ROAD,V2R0E1,-122.0117933,49.031514200000004,749000.0,3,1,9/3/2018,3.0,Strata,177
Ontario,Hanover,150 17TH AVENUE A  S,N4N0B5,-81.014593,44.146744,599900.0,3,1,3/3/2018,4.0,Freehold,182
Alberta,Edmonton,#3334 10770 Winterburn RD NW,T5S2R8,-113.68973009999999,53.5532775,109900.0,17,1,18/3/2018,3.0,Freehold,171
Alberta,Edmonton,#3334 10770 Winterburn RD NW,T5S2R8,-113.68973009999999,53.5532775,109900.0,17,1,18/3/2018,3.0,Leasehold,171
Ontario,Iroquois,10969 DR MILLER DRIVE,K0E1K0,-75.298802,44.851000000000006,249900.0,3,1,8/3/2018,4.0,Freehold,168
British Columbia,Surrey,17102 84A AVENUE,V4N0A9,-122.7483855,49.1559867,1999900.0,3,1,6/3/2018,7.0,Freehold,179
Ontario,Ridgeway,unit #2 -  352 Prospect Point Road,L0S1N0,-79.047886,42.884433,439900.0,6,1,8/3/2018,2.0,Condominium,163
Ontario,Norland,7702 #35 HIGHWAY,K0M2L0,-78.828375,44.740187,419000.0,3,1,10/3/2018,3.0,Freehold,175
Ontario,Tilbury,110 CANAL STREET East,N0P2L0,-82.41994,42.26425,379900.0,3,1,14/3/2018,2.0,Freehold,172
Alberta,Cranston,165 CRANFORD WK SE,T3M1R6,-113.965795,50.875735,319000.0,6,1,24/3/2018,3.0,Condominium/Strata,165
Alberta,Edmonton,10102 87 AV NW,T6E2P2,-113.491489417062,53.52290187090429,614900.0,3,1,18/3/2018,3.0,Freehold,166
Alberta,Edmonton,10102 87 AV NW,T6E2P2,-113.491489417062,53.52290187090429,614900.0,3,1,18/3/2018,3.0,Freehold,166
Quebec,La Cité-Limoilou (Québec),#1006 - 12 Rue De Bernières,G1R5H5,-71.222164,46.80092,1900.0,1,2,1/3/2018,2.0,Condominium/Strata,188
Quebec,Charlemagne,#404 - 259 Rue Notre-Dame,J5Z0B8,-73.483329,45.723862,399000.0,1,1,6/3/2018,2.0,Condominium/Strata,180
Alberta,Killarney/Glengarry,#305 2909 17 AV SW,T3E0B1,-114.12926599999999,51.037539,225900.0,1,1,16/3/2018,3.0,Condominium/Strata,166
Alberta,Killarney/Glengarry,#305 2909 17 AV SW,T3E0B1,-114.12926599999999,51.037539,225900.0,1,1,16/3/2018,2.0,Condominium/Strata,166
Alberta,Edmonton,11016 BEAUMARIS RD NW,T5X1Z6,-113.51270590000001,53.622170999999994,199800.0,12,1,17/3/2018,3.0,Condominium/Strata,169
Quebec,La Cité-Limoilou (Québec),#303 - 887 Rue de la Marée-Haute,G1K8T7,-71.217945,46.819357000000004,179000.0,1,1,1/3/2018,2.0,Condominium/Strata,185
Quebec,Ville-Marie (Montréal),#304 - 2118 Rue St-Dominique,H2X2T5,-73.56847358,45.51254674,388000.0,1,1,1/3/2018,1.0,Condominium/Strata,176
Quebec,Ahuntsic-Cartierville (Montréal),#404 - 1575 Rue Louis-Carrier,H4N2Z7,-73.6770308,45.53722686,199000.0,1,1,5/3/2018,2.0,Condominium/Strata,184
New Brunswick,Fredericton,238 Leeds Drive,E3B4S9,-66.6439,45.93247,169900.0,3,1,8/3/2018,5.0,Freehold,163
Quebec,La Prairie,#6 - 590 Rue Notre-Dame,J5R6A2,-73.49684915,45.413542299999996,214000.0,1,1,2/3/2018,3.0,Condominium/Strata,176
Newfoundland & Labrador,St John's,6 Welland Street,A1E6C1,-52.762141,47.542707,325000.0,3,1,22/3/2018,4.0,Freehold,164
Newfoundland & Labrador,GOOBIES,55 MAIN Road,A0B1N0,-53.962297,47.940573,139000.0,3,1,6/3/2018,3.0,Freehold,180
Ontario,Camden East,461 HOLDEN ROAD,K0K2W0,-77.011896,44.413038,229900.0,3,1,3/3/2018,3.0,Freehold,183
New Brunswick,Moncton,85 RedPine DR,E1A6M2,-64.747977,46.10564,265000.0,3,1,14/3/2018,5.0,Freehold,173
Quebec,Ville-Marie (Montréal),#1005 - 2380 Av. Pierre-Dupuy,H3C6N3,-73.54460999999999,45.497803999999995,750000.0,1,1,7/3/2018,3.0,Condominium/Strata,179
Quebec,Mascouche,#401 - 245 Rue Bohémier,J7K0A8,-73.61396973,45.72793235,195000.0,1,1,8/3/2018,2.0,Condominium/Strata,179
Quebec,Ville-Marie (Montréal),#2605 - 1155 Rue de la Montagne,H3G0C7,-73.572402,45.496628,1298000.0,1,1,4/3/2018,3.0,Condominium/Strata,182
Quebec,Aylmer (Gatineau),#1 - 180 Rue du Prado,J9J1P4,-75.80468241,45.43665127,225000.0,1,1,5/3/2018,2.0,Condominium/Strata,175
New Brunswick,Chipman,99 main Street,E4A1Y8,-65.871358,46.180155,114900.0,3,1,21/3/2018,3.0,Freehold,164
Nova Scotia,Bayfield,11 JANA LEE Lane,B0H1A0,-61.747461,45.632859,480000.0,3,1,6/3/2018,3.0,Freehold,180
Alberta,Edmonton,3626 116 AV NW,T5W0W6,-113.3981,53.56884,284500.0,3,1,9/3/2018,4.0,Freehold,176
Alberta,Fort McMurray,27 Mcleod Street,T9H1Z4,-111.36651100000002,56.724116,449900.0,3,1,8/3/2018,4.0,Freehold,169
Alberta,Edmonton,#502 13910 STONY PLAIN RD NW,T5N3R2,-113.56218999999999,53.543909899999996,113800.0,1,1,8/3/2018,1.0,Condominium/Strata,166
Alberta,Crystal Shores,100 CRYSTALRIDGE DR,T1S1P4,-113.95568200000001,50.727503999999996,469900.0,3,1,9/3/2018,5.0,Freehold,168
Nova Scotia,Wentzell Lake,2438 Highway 10,B4V8X5,-64.6056609392838,44.45963699782251,205000.0,3,1,3/3/2018,3.0,Freehold,168
Saskatchewan,North Battleford,612 104th ST,S9A1M8,-108.292837,52.765739,99900.0,3,1,3/3/2018,2.0,Freehold,179
Saskatchewan,Yorkton,315 Wellington Park RD,S3N3B5,-102.471387,51.222167,190000.0,3,1,3/3/2018,3.0,Freehold,183
Alberta,Edmonton,#102 8215 84 AV NW,T6C4R2,-113.45433,53.51975,229900.0,1,1,2/3/2018,2.0,Condominium/Strata,185
Alberta,Inglewood,#508 63 INGLEWOOD PA SE,T2G3W5,-114.015652,51.038365,450000.0,1,1,2/3/2018,2.0,Condominium/Strata,180
Saskatchewan,Quill Lake,35 Saskatchewan AVE,S0A3E0,-104.252213,52.071165,59900.0,3,1,1/3/2018,3.0,Freehold,185
Saskatchewan,Regina,232 Angus CRES,S4T6N4,-104.624641,50.439229,264900.0,3,1,24/3/2018,3.0,Freehold,162
British Columbia,Fairmont Hot Springs,4928 WILLS Road,V0B1L1,-115.861645,50.339622,449000.0,3,1,14/3/2018,4.0,Freehold,172
British Columbia,Pemberton,7903 RYAN CREEK ROAD,V0N2L0,-123.32790800000001,49.3947698,1895000.0,3,1,2/3/2018,7.0,Freehold,187
British Columbia,Mission,36328 LUNDGREN ROAD,V2V0B1,-122.2183827,49.234776200000006,1599888.0,3,1,16/3/2018,4.0,Freehold,170
British Columbia,Langley,5258 199A STREET,V3A6T9,-122.66911999999999,49.0979296,849800.0,3,1,17/3/2018,3.0,Freehold,169
British Columbia,Vernon,"10454 Columbia Way,",V1H2B5,-119.46444199999999,50.216339000000005,899000.0,3,1,13/3/2018,2.0,Freehold,164
British Columbia,Kelowna,"1275 Morgan Road,",V1X1V7,-119.41126000000001,49.887525,479900.0,3,1,3/3/2018,2.0,Freehold,172
British Columbia,West Kelowna,"2350 Boucherie Road,",V1Z2E6,-119.55204199999999,49.86907,1699900.0,3,1,9/3/2018,6.0,Freehold,177
British Columbia,CHETWYND,5217 40 STREET,V0C1J0,-121.59373899999999,55.691185,265000.0,3,1,8/3/2018,3.0,Freehold,181
British Columbia,Oliver,160 - 2450 RADIO TOWER ROAD,V0H1T1,-119.49593,49.071391999999996,929900.0,3,1,1/3/2018,4.0,Leasehold,168
Ontario,Cumberland,1671 OLD MONTREAL ROAD,K4C1G7,-75.445679,45.504214000000005,300000.0,3,1,9/3/2018,2.0,Freehold,177
Ontario,Ottawa,1886 CORKERY ROAD,K0A1L0,-76.110467,45.291230999999996,799900.0,3,1,2/3/2018,4.0,Freehold,181
Ontario,North Bay,735 MORIN STREET,P1B5S1,-79.46144100000001,46.321682,109900.0,3,1,1/3/2018,1.0,Freehold,175
Manitoba,Oakville,151 4TH ST,R0H0Y0,-98.000034,49.929131,178000.0,3,1,2/3/2018,3.0,Freehold,170
Ontario,Cambridge,346 Melrose Street,N3H4A9,-80.352846,43.400846,575000.0,3,1,1/3/2018,3.0,Freehold,163
Ontario,Essex,56 BELL,N8M2H3,-82.829207,42.177478,199900.0,3,1,7/3/2018,3.0,Freehold,179
Ontario,Galway-Cavendish and Harvey,9 ELLWOOD CRES,K0M1A0,-78.5382127761841,44.560053848774004,675000.0,3,1,2/3/2018,4.0,Freehold,184
Ontario,Vankleek Hill,47 DERBY AVENUE,K0B1R0,-74.64728000000001,45.520184,239900.0,3,1,3/3/2018,2.0,Freehold,186
Ontario,Toronto,#8 -23 ELKHORN DR,M2K3E8,-79.3819448,43.7700801,1680000.0,6,1,3/3/2018,3.0,Condominium/Strata,186
Ontario,Windsor,2479 CHANDLER,N8W4A7,-82.982141,42.298694,179999.0,19,1,9/3/2018,3.0,Freehold,177
Ontario,Ottawa,2 THE PARKWAY PARK UNIT#401,K2K2B6,-75.894204,45.325181,399000.0,1,1,2/3/2018,2.0,Condominium/Strata,185
Ontario,East Gwillimbury,3460 HERALD RD,L0G1V0,-79.3722436,44.0995331,1399000.0,3,1,4/3/2018,4.0,Freehold,178
Ontario,Ottawa,60 SPRINGHURST AVENUE UNIT#405,K1S5V8,-75.678248,45.410435,396500.0,1,1,16/3/2018,1.0,Condominium/Strata,165
Quebec,Sainte-Foy/Sillery/Cap-Rouge (Québec),#705 - 888 Rue Valentin,G1W5C2,-71.326914,46.756427,1400.0,1,2,20/3/2018,1.0,Condominium/Strata,169
Quebec,Chomedey (Laval),#408 - 4500 Ch. des Cageux,H7W2S7,-73.75394778,45.52616072,1900.0,1,2,22/3/2018,2.0,Condominium/Strata,167
Nova Scotia,New Glasgow,192 Cottage Street,B2H4E7,-62.6382031,45.5964836,35500.0,3,1,19/3/2018,2.0,Freehold,167
New Brunswick,Moncton,7 Ascona,E1H3H7,-64.780689,46.143059,58900.0,17,1,10/3/2018,2.0,Freehold,175
British Columbia,PARKSVILLE,#44-1175 RESORT DRIVE,V9P2E3,-124.26217199999999,49.308896000000004,429800.0,12,1,14/3/2018,2.0,Condominium/Strata,172
Alberta,Edmonton,699 Howatt Dr SW,T6W3K3,-113.56884002685499,53.4166374206543,1617700.0,3,1,6/3/2018,4.0,Freehold,180
Ontario,Chalk River,14 DOVER LANE,K0J1J0,-77.450159,46.011875,209900.0,3,1,2/3/2018,3.0,Freehold,168
Alberta,Taber,5405 57 Street,T1G1L7,-112.13776999999999,49.790516,232000.0,3,1,17/3/2018,4.0,Freehold,169
Alberta,Whitecourt,5 PARK PLACE,T7S1T4,-115.66926699999999,54.121930000000006,455000.0,3,1,24/3/2018,4.0,Freehold,163
Manitoba,Winnipeg,502 224 GREENWAY CR W,R2Y1Z2,-97.286378,49.881724,179900.0,19,1,12/3/2018,2.0,Freehold Condo,162
Alberta,Bridgeland/Riverside,231 7 ST NE,T2E4C1,-114.045802,51.05457,839900.0,3,1,20/3/2018,5.0,Freehold,166
Ontario,Toronto,317 HOLMES AVE,M2N4N2,-79.3922541,43.782588200000006,6000.0,3,2,20/3/2018,5.0,Freehold,169
Ontario,Thorold,49-81 ANDREW LANE,L2V0E4,-79.239342212677,43.0302020531109,607912.0,6,1,1/3/2018,4.0,Freehold,173
Quebec,Ville-Marie (Montréal),#1105 - 1700 Boul. René-Lévesque O.,H3H2V1,-73.57610799999999,45.492667,580000.0,1,1,20/3/2018,2.0,Condominium/Strata,162
Alberta,Rural Foothills M.D.,370181 79 ST E,T0L1T0,-113.890049,50.706461,349900.0,3,1,1/3/2018,2.0,Freehold,166
Newfoundland & Labrador,SPANIARD'S BAY,103-110 BACK TRACK Road,A0A3X0,-53.314834499999996,47.6234956,59900.0,3,1,15/3/2018,4.0,Freehold,170
Alberta,Cliff Bungalow,#202 505 19 AV SW,T2S0E4,-114.07198899999999,51.035825,199900.0,1,1,9/3/2018,1.0,Condominium/Strata,162
British Columbia,Williams Lake,1548 PABLO CREEK ROAD,V2G4Y4,-122.24283100000001,52.020578,699900.0,3,1,6/3/2018,4.0,Freehold,178
Ontario,Caledon,#2 -1 ZIMMERMAN DR,L7E4C2,-79.844927,43.9497676,2900.0,3,2,1/3/2018,2.0,Freehold,176
British Columbia,Langley,A413 20716 WILLOUGHBY TOWN CENTER DRIVE,V2Y1X1,-122.6469834,49.1455049,549000.0,1,1,16/3/2018,2.0,Strata,170
Alberta,Red Carpet,#211 6220 17 AV SE,T2A0W6,-113.948361,51.037048,8000.0,17,1,13/3/2018,2.0,Leasehold,173
Ontario,Ottawa,5 SHAMROCK PLACE,K2R1A9,-75.785493,45.283606,1285000.0,3,1,10/3/2018,4.0,Freehold,165
Alberta,Rural Camrose County,19426 Township Road 460,T4V4E7,-112.719327,52.931459999999994,319000.0,19,1,16/3/2018,2.0,Freehold,170
Manitoba,Steinbach,18 Slater PL,R5G0W2,-96.667129,49.543343,319900.0,3,1,2/3/2018,3.0,Freehold,183
Quebec,Pierrefonds-Roxboro (Montréal),#201 - 16669 Boul. de Pierrefonds,H9H5L8,-73.8734422,45.4715596,205000.0,1,1,8/3/2018,2.0,Condominium/Strata,169
British Columbia,LAKE COWICHAN,470 POINT IDEAL DRIVE,V0R2G0,-124.07008300000001,48.817504,489000.0,3,1,21/3/2018,4.0,Freehold,164
British Columbia,Surrey,16785 16A AVENUE,V3Z0T3,-122.75799870688499,49.0318416055033,1479900.0,3,1,16/3/2018,4.0,Freehold,170
Saskatchewan,Martensville,931 Coppermine WAY,S0K0A2,-106.648099,52.281960999999995,564900.0,3,1,12/3/2018,4.0,Freehold,174
Ontario,Adjala-Tosorontio,4531 CONC 2 RD,L0N1R0,-79.9758338928223,44.124960215189,999500.0,3,1,16/3/2018,3.0,Freehold,173
Ontario,East Ferris,844 HEMLOCK ISLAND,P0H1K0,-79.374075,46.315348,218900.0,3,1,3/3/2018,2.0,Freehold,183
Saskatchewan,Warman,419 Redwood CRES,S0K4S2,-106.60315800000001,52.326423999999996,299900.0,19,1,21/3/2018,3.0,Freehold,162
Saskatchewan,Leroy,108 Willow ST,S0K2P0,-104.73741700000001,52.002541,169900.0,3,1,13/3/2018,5.0,Freehold,173
Alberta,Spruce Grove,49 Deer Park BV,T7X3J6,-113.92930859999998,53.5607404,364900.0,3,1,21/3/2018,4.0,Freehold,165
Ontario,Beachburg,83 MEADOW DRIVE,K0J1C0,-76.842628,45.722308,319900.0,3,1,20/3/2018,3.0,Freehold,166
Newfoundland & Labrador,ST. JOHN'S,127 Diamond Marsh Drive,A1H0M5,-52.799018000000004,47.4945,349900.0,3,1,15/3/2018,2.0,Freehold,174
Ontario,Hamilton,28 BABCOCK ST,L8B0S6,-79.9129997,43.3361511,797000.0,3,1,20/3/2018,3.0,Freehold,166
British Columbia,Cranbrook,725 34th Avenue S,V1C6L9,-115.73373000000001,49.501204,599900.0,3,1,21/3/2018,4.0,Freehold,162
Alberta,Fort Saskatchewan,27 RIDGEVIEW CL,T8L0S2,-113.23866462707599,53.676086149700204,496000.0,12,1,10/3/2018,2.0,Freehold,176
Alberta,Edmonton,17111 49 ST NW,T5Y3P6,-113.41567529527599,53.6341952319098,371900.0,3,1,21/3/2018,3.0,Freehold,162
Ontario,Sarnia,LOT 16 FRANCO AVENUE,N7S0C6,-82.348889,42.994141,569900.0,3,1,3/3/2018,4.0,Freehold,177
Ontario,Petawawa,625 ANNE STREET,K8A7K1,-77.213986,45.856968,218000.0,3,1,3/3/2018,3.0,Freehold,183
Ontario,Carrying Place,21466 LOYALIST PARKWAY (HIGHWAY 33) PW,K0K1L0,-77.56610500000001,44.042505,574900.0,3,1,1/3/2018,3.0,Freehold,170
Ontario,Carrying Place,21466 LOYALIST PARKWAY (HIGHWAY 33) PW,K0K1L0,-77.56610500000001,44.042505,574900.0,3,1,1/3/2018,3.0,Freehold,170
Ontario,North Frontenac,1017 PERRY POINT LANE,K0H1K0,-77.109864,44.813426,374900.0,3,1,2/3/2018,3.0,Freehold,183
Nova Scotia,Wellington,4 Wellington Drive,B2T1J4,-63.6170613,44.8571167,259900.0,3,1,9/3/2018,2.0,Freehold,163
Alberta,Edmonton,6009 168 AV NW,T5Y3S6,-113.4316854,53.6312563,379800.0,12,1,3/3/2018,3.0,Freehold,183
Ontario,Ottawa,2 THE PARKWAY PARK UNIT#203,K2K2B6,-75.894166,45.325031,479999.0,1,1,2/3/2018,2.0,Condominium/Strata,185
Alberta,Edmonton,10041 173 AV NW,T5X3Y1,-113.49642,53.63465,215000.0,12,1,2/3/2018,4.0,Condominium/Strata,185
British Columbia,Delta,4458 52A STREET,V4K2Y4,-123.07728329999999,49.0843266,988000.0,3,1,15/3/2018,3.0,Freehold,168
Saskatchewan,Estevan,518 1st ST,S4A0E8,-102.98368,49.133031,254900.0,3,1,1/3/2018,4.0,Freehold,182
Ontario,Nobel,48 BIG SOUND ROAD S,P0G1G0,-80.09962,45.404646,1695000.0,3,1,11/3/2018,4.0,Freehold,175
Ontario,Niagara-on-the-Lake,36 The Promenade .,L0S1J0,-79.07497,43.239895000000004,1268000.0,3,1,9/3/2018,5.0,Freehold,165
Ontario,Callander,401 OSPREY CRESCENT,P0H1H0,-79.382958,46.229137,699900.0,3,1,23/3/2018,4.0,Freehold,162
Ontario,Ottawa,36 BELLINGHAM PLACE,K1T4B2,-75.630387,45.366693,689999.0,3,1,2/3/2018,4.0,Freehold,175
Nova Scotia,Centreville,962 Natalie Street,B0P1J0,-64.519464,45.129442,379900.0,3,1,14/3/2018,5.0,Freehold,164
Newfoundland & Labrador,Embree,227 Main Street,A0G2A0,-55.032814,49.313144,259000.0,9,1,7/3/2018,3.0,Freehold,179
Ontario,West Grey,342119 CONCESSION 2 NDR,N4N3B7,-80.927904,44.189293,950000.0,3,1,6/3/2018,4.0,Freehold,165
Quebec,Saint-Jérôme,#104 - 400 Rue du Maçon,J7Y0H4,-73.98937941,45.80101186,124900.0,3,1,8/3/2018,1.0,Condominium/Strata,167
Saskatchewan,Warman,3 100 Brooklyn LN,S0K0A1,-106.596673,52.320079,354900.0,6,1,8/3/2018,2.0,Condominium/Strata,179
Manitoba,Brandon,321 11th ST,R7A4J9,-99.95251400000001,49.844742,144000.0,3,1,8/3/2018,5.0,Freehold,178
Alberta,Lethbridge,1612 9 Avenue S,T1J3E4,-112.81858500000001,49.686335,254900.0,3,1,15/3/2018,3.0,Freehold,168
Alberta,Downtown_Strathmore,#504 319 2 AV,T1P1T7,-113.399173,51.041803,100000.0,1,1,6/3/2018,2.0,Condominium/Strata,180
Alberta,Cliff Bungalow,#2 515 18 AV SW,T2S0C6,-114.07271000000001,51.036846000000004,225000.0,1,1,2/3/2018,6.0,Freehold,184
Alberta,Cliff Bungalow,#2 515 18 AV SW,T2S0C6,-114.07271000000001,51.036846000000004,225000.0,1,1,2/3/2018,2.0,Condominium/Strata,184
Alberta,Rural Parkland County,224 53222- RR 272 NW,T7X3N8,-113.894716501236,53.5825061432681,89900.0,17,1,16/3/2018,3.0,Leasehold,168
Alberta,Rural Rocky View County,292194 Twp Rd 262,T0M0E0,-113.97968700000001,51.213094,1495000.0,3,1,1/3/2018,5.0,Freehold,184
British Columbia,Sardis,5518 DRIFTWOOD STREET,V2R0G6,-122.00188636779801,49.1025331099431,550000.0,6,1,17/3/2018,3.0,Freehold,172
Alberta,Springbank Hill,17 SPRING VALLEY LN SW,T3H4V2,-114.203251,51.026846,1250000.0,3,1,17/3/2018,2.0,Freehold,165
Alberta,Springbank Hill,17 SPRING VALLEY LN SW,T3H4V2,-114.203251,51.026846,1250000.0,3,1,17/3/2018,3.0,Condominium/Strata,165
Quebec,La Cité-Limoilou (Québec),#1 - 22 Rue Mont-Carmel,G1R4A4,-71.20670076,46.81101196,1550.0,1,2,23/3/2018,1.0,Undivided Co-ownership,164
Quebec,La Cité-Limoilou (Québec),#510 - 600 Av. Wilfrid-Laurier,G1R2L5,-71.216511,46.80538374,329900.0,1,1,2/3/2018,1.0,Condominium/Strata,184
Alberta,Desert Blume,58 Desert Blume Crescent SW,T1B0A4,-110.723401,49.989144,564900.0,3,1,11/3/2018,6.0,Freehold,167
Quebec,Mont-Tremblant,#2 - 138 Ch. de la Forêt,J8E3K8,-74.58194095,46.20881808,235000.0,1,1,4/3/2018,1.0,Condominium/Strata,169
Quebec,Mont-Tremblant,#421 - 140 Ch. au Pied-de-la-Montagne,J8E1Z0,-74.58403587,46.21180872,154900.0,1,1,15/3/2018,1.0,Condominium/Strata,169
Ontario,Whitestone,6 HORN LANE E,P0A1G0,-79.85110300000001,45.643382,299000.0,3,1,2/3/2018,2.0,Freehold,184
Alberta,Pickardville,5020 50 Ave,T0G1W0,-113.88018490000002,54.0512744,289000.0,3,1,10/3/2018,4.0,Freehold,175
Quebec,Saint-Hubert (Longueuil),#109 - 1050 Boul. Vauquelin,J3Y0T6,-73.43039300000001,45.527358,1750.0,1,2,22/3/2018,2.0,Condominium/Strata,164
Alberta,Rural Ponoka County,7105 Highway 53,T4J1R2,-113.622231,52.675079000000004,625000.0,19,1,21/3/2018,5.0,Freehold,165
Quebec,Saint-Hubert (Longueuil),#3 - 7430 Ch. de Chambly,J3Y3S5,-73.39064599999999,45.491071999999996,187500.0,1,1,4/3/2018,2.0,Condominium/Strata,182
Ontario,Casselman,1151 500 ROUTE W,K0A1M0,-75.133534,45.314772,329900.0,3,1,3/3/2018,6.0,Freehold,174
Manitoba,Lac Du Bonnet,34 Pinawa PL,R0E1A0,-95.80205,50.311389,399000.0,3,1,12/3/2018,5.0,Freehold,163
Quebec,Le Plateau-Mont-Royal (Montréal),3693 Rue St-André,H2L3V6,-73.56795421,45.52080953,317000.0,1,1,1/3/2018,1.0,Undivided Co-ownership,175
British Columbia,Port Moody,2805 HENRY STREET,V3H2K1,-122.849521,49.274531,1498800.0,3,1,7/3/2018,3.0,Freehold,182
Ontario,Callander,430 PINECREEK CRESCENT,P0H1H0,-79.390757,46.192274,610000.0,3,1,13/3/2018,3.0,Freehold,176
